"$id","http://www.w3.org/2000/01/rdf-schema#label","http://www.w3.org/2003/01/geo/wgs84_pos#lat","http://www.w3.org/2003/01/geo/wgs84_pos#long"
"http://irail.be/stations/NMBS/008842689","Poulseur [NMBS/SNCB]","50.509209","5.578858"
"http://irail.be/stations/NMBS/008864915","Natoye [NMBS/SNCB]","50.343296","5.061160"
"http://irail.be/stations/NMBS/008841558","Luik-Jonfosse [NMBS/SNCB]","50.640299","5.561131"
"http://irail.be/stations/NMBS/008883006","S Gravenbrakel [NMBS/SNCB]","50.605079","4.137662"
"http://irail.be/stations/NMBS/008721405","Selestat (f)","48.266670","7.449999"
"http://irail.be/stations/NMBS/008881158","Erbisoeul [NMBS/SNCB]","50.507025","3.887987"
"http://irail.be/stations/NMBS/008895711","Schendelbeke [NMBS/SNCB]","50.797844","3.899286"
"http://irail.be/stations/NMBS/008811429","Watermaal [NMBS/SNCB]","50.809170","4.399887"
"http://irail.be/stations/NMBS/008833001","Leuven [NMBS/SNCB]","50.882280","4.715866"
"http://irail.be/stations/NMBS/008893542","Schellebelle [NMBS/SNCB]","51.003149","3.921373"
"http://irail.be/stations/NMBS/008874716","Auvelais [NMBS/SNCB]","50.449197","4.630532"
"http://irail.be/stations/NMBS/008896412","Komen [NMBS/SNCB]","50.772072","2.999286"
"http://irail.be/stations/NMBS/008811528","Genval [NMBS/SNCB]","50.725697","4.514832"
"http://irail.be/stations/NMBS/008861432","Saint-Denis-Bovesse [NMBS/SNCB]","50.521300","4.767788"
"http://irail.be/stations/NMBS/008844008","Verviers-Centraal [NMBS/SNCB]","50.588135","5.854917"
"http://irail.be/stations/NMBS/008821089","Antwerpen-Noorderdokken [NMBS/SNCB]","51.261643","4.427906"
"http://irail.be/stations/NMBS/008895430","Herzele [NMBS/SNCB]","50.897220","3.880616"
"http://irail.be/stations/NMBS/008015345","Aachen Hbf (d)","50.770832","6.105275"
"http://irail.be/stations/NMBS/008863560","Godinne [NMBS/SNCB]","50.348914","4.869960"
"http://irail.be/stations/NMBS/008894433","Belsele [NMBS/SNCB]","51.150994","4.088608"
"http://irail.be/stations/NMBS/008842655","Hony [NMBS/SNCB]","50.539917","5.573563"
"http://irail.be/stations/NMBS/008841525","Luik-Paleis [NMBS/SNCB]","50.646349","5.570453"
"http://irail.be/stations/NMBS/008865565","Carlsbourg [NMBS/SNCB]","49.905458","5.092784"
"http://irail.be/stations/NMBS/008822475","Boortmeerbeek [NMBS/SNCB]","50.981853","4.573900"
"http://irail.be/stations/NMBS/008896305","Menen [NMBS/SNCB]","50.799489","3.113791"
"http://irail.be/stations/NMBS/008893070","Scheldewindeke [NMBS/SNCB]","50.937069","3.777842"
"http://irail.be/stations/NMBS/008866175","Marbehan [NMBS/SNCB]","49.727337","5.539755"
"http://irail.be/stations/NMBS/008881125","Ghlin [NMBS/SNCB]","50.487411","3.906343"
"http://irail.be/stations/NMBS/008833266","Testelt [NMBS/SNCB]","51.009864","4.945829"
"http://irail.be/stations/NMBS/008811411","Etterbeek [NMBS/SNCB]","50.822187","4.389513"
"http://irail.be/stations/NMBS/008833134","Oud-Heverlee [NMBS/SNCB]","50.835931","4.653311"
"http://irail.be/stations/NMBS/008844206","Pepinster [NMBS/SNCB]","50.568179","5.806150"
"http://irail.be/stations/NMBS/008884632","Ville-Pommeroeul [NMBS/SNCB]","50.464542","3.724248"
"http://irail.be/stations/NMBS/008842663","Esneux [NMBS/SNCB]","50.530568","5.572565"
"http://irail.be/stations/NMBS/008821865","Begijnendijk [NMBS/SNCB]","51.021972","4.800338"
"http://irail.be/stations/NMBS/008841434","Bleret [NMBS/SNCB]","50.685065","5.286394"
"http://irail.be/stations/NMBS/008861424","Beuzet [NMBS/SNCB]","50.534208","4.748533"
"http://irail.be/stations/NMBS/008833274","Zichem [NMBS/SNCB]","51.006690","4.987359"
"http://irail.be/stations/NMBS/008883121","Neufvilles [NMBS/SNCB]","50.543602","4.010672"
"http://irail.be/stations/NMBS/008864931","Assesse [NMBS/SNCB]","50.368133","5.022839"
"http://irail.be/stations/NMBS/008895422","Hillegem [NMBS/SNCB]","50.891296","3.857469"
"http://irail.be/stations/NMBS/008893062","Moortsele [NMBS/SNCB]","50.953519","3.781339"
"http://irail.be/stations/NMBS/008821964","Tielen [NMBS/SNCB]","51.241021","4.893089"
"http://irail.be/stations/NMBS/008863438","Chateau-De-Seilles [NMBS/SNCB]","50.497209","5.081745"
"http://irail.be/stations/NMBS/008884640","Harchies [NMBS/SNCB]","50.482565","3.698764"
"http://irail.be/stations/NMBS/008811544","Profondsart [NMBS/SNCB]","50.693758","4.549153"
"http://irail.be/stations/NMBS/008873379","Cour-Sur-Heure [NMBS/SNCB]","50.300138","4.391491"
"http://irail.be/stations/NMBS/008821667","Nijlen [NMBS/SNCB]","51.159840","4.666588"
"http://irail.be/stations/NMBS/008833126","Heverlee [NMBS/SNCB]","50.862530","4.695200"
